File Name:,G:\MicroPEM\Problem_raw_file\UGF320406N_KHC1861raw.csv
Download Date:,05/18/2016
Total Download Time (s):,5.6

Device Serial #:,UGF320406N
Date/Time Hardware:,2/15/2013
Date/Time Software:,1/7/2015,v2.0.5485.32893
Participant ID#:,
Filter ID#:,KHC1861
Participant Weight (kg),NA
Inlet Aerosol Size:,PM2.5
Laser Cycling Variables:Delay - Sampling time - Off time,1,1,8
System Times,30,30
Sensor,Slope,Offset,Log Interval,High Target (ref only),Low target (ref only)
Nephelometer,3.0000,70,10
Temperature,1.0000,54,30
Humidity,1.0000,-2,10
Inlet Pressure,4095.0000,0,30,1280,768
Orifice Pressure,4095.0000,0,30,1558,1181
Flow,,,30,900,200,0.4
Accelerometer,,,5
Battery,,,60
Ventilation,NA,NA

Date,Time,RH-Corrected Nephelometer,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
Date,Time,μg/m³,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid


10/20/2015,15:03:10,40,29.4,64.0,4.4,0.67,0.65,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:03:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:03:20,43,,62.5,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:03:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:03:30,47,,63.2,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:04:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:04:05,,,,,,,,0.16,0.61,0.93,1.13,,,
10/20/2015,15:04:10,35,29.5,63.4,4.3,0.66,0.65,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:04:15,,,,,,,,0.18,0.61,0.95,1.14,,,
10/20/2015,15:04:20,52,,63.6,,,,,0.16,0.61,0.94,1.13,,,
10/20/2015,15:04:25,,,,,,,,0.16,0.60,0.95,1.14,,,
10/20/2015,15:04:30,57,,63.0,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:05:00,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:05:05,,,,,,,,0.15,0.59,0.92,1.10,,,
10/20/2015,15:05:10,40,29.4,63.7,4.3,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:05:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:05:20,37,,64.1,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:05:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:05:30,51,,64.0,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:06:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:06:05,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:06:10,47,29.5,63.2,4.4,0.66,0.67,0.40,0.16,0.59,0.93,1.12,,,
10/20/2015,15:06:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:06:20,54,,63.9,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:06:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:06:30,40,,64.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:07:00,,,,,,,,0.16,0.61,0.93,1.13,,,
10/20/2015,15:07:05,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:07:10,51,29.5,63.9,4.3,0.66,0.65,0.41,0.16,0.59,0.93,1.12,,,
10/20/2015,15:07:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:07:20,52,,63.7,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:07:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:07:30,58,,64.2,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:08:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:08:05,,,,,,,,0.17,0.60,0.93,1.12,,,
10/20/2015,15:08:10,58,29.5,63.9,4.3,0.67,0.66,0.40,0.16,0.59,0.93,1.12,,,
10/20/2015,15:08:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:08:20,44,,63.9,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:08:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:08:30,47,,63.6,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:09:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:09:05,,,,,,,,0.17,0.61,0.94,1.13,,,
10/20/2015,15:09:10,58,29.4,64.3,4.3,0.66,0.65,0.41,0.16,0.59,0.93,1.12,,,
10/20/2015,15:09:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:09:20,56,,63.6,,,,,0.17,0.60,0.93,1.12,,,
10/20/2015,15:09:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:09:30,49,,64.2,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:10:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:10:05,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:10:10,42,29.5,63.9,4.3,0.67,0.66,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:10:15,,,,,,,,0.17,0.61,0.94,1.13,,,
10/20/2015,15:10:20,51,,64.1,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:10:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:10:30,44,,64.1,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:11:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:11:05,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:11:10,59,29.6,63.7,4.3,0.67,0.65,0.41,0.16,0.59,0.94,1.12,,,
10/20/2015,15:11:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:11:20,52,,63.7,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:11:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:11:30,42,,64.1,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:12:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:12:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:12:10,47,29.6,63.7,4.3,0.67,0.66,0.40,0.16,0.59,0.93,1.12,,,
10/20/2015,15:12:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:12:20,58,,64.3,,,,,0.15,0.58,0.93,1.11,,,
10/20/2015,15:12:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:12:30,44,,64.4,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:13:00,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:13:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:13:10,49,29.4,64.2,4.3,0.67,0.66,0.40,0.16,0.60,0.93,1.12,,,
10/20/2015,15:13:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:13:20,44,,64.2,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:13:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:13:30,49,,64.0,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:14:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:14:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:14:10,39,29.5,64.4,4.4,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:14:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:14:20,57,,58.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:14:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:14:30,46,,64.6,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:15:00,,,,,,,,0.16,0.58,0.92,1.10,,,
10/20/2015,15:15:05,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:15:10,65,29.4,64.0,4.3,0.67,0.66,0.40,0.16,0.60,0.93,1.12,,,
10/20/2015,15:15:15,,,,,,,,0.17,0.60,0.93,1.12,,,
10/20/2015,15:15:20,44,,65.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:15:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:15:30,49,,64.4,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:16:00,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:16:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:16:10,58,29.5,64.1,4.4,0.67,0.66,0.40,0.16,0.60,0.93,1.12,,,
10/20/2015,15:16:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:16:20,51,,64.0,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:16:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:16:30,45,,63.8,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:17:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:17:05,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:17:10,40,29.6,63.9,4.3,0.67,0.65,0.41,0.16,0.60,0.93,1.12,,,
10/20/2015,15:17:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:17:20,40,,64.4,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:17:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:17:30,70,,64.4,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:18:00,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:18:05,,,,,,,,0.15,0.60,0.93,1.12,,,
10/20/2015,15:18:10,39,29.5,65.0,4.3,0.66,0.66,0.40,0.16,0.61,0.94,1.13,,,
10/20/2015,15:18:15,,,,,,,,0.16,0.59,0.95,1.13,,,
10/20/2015,15:18:20,39,,64.4,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:18:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:18:30,35,,63.8,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:19:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:19:05,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:19:10,42,29.6,64.6,4.4,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:19:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:19:20,49,,63.9,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:19:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:19:30,47,,64.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:20:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:20:05,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:20:10,35,29.5,64.4,4.3,0.66,0.66,0.40,0.16,0.60,0.93,1.12,,,
10/20/2015,15:20:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:20:20,51,,64.5,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:20:25,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:20:30,58,,64.5,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:21:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:21:05,,,,,,,,0.16,0.61,0.93,1.13,,,
10/20/2015,15:21:10,66,29.6,60.6,4.3,0.67,0.66,0.40,0.16,0.59,0.94,1.12,,,
10/20/2015,15:21:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:21:20,44,,64.1,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:21:25,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:21:30,47,,63.9,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:22:00,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:22:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:22:10,40,29.7,64.2,4.3,0.67,0.65,0.41,0.16,0.59,0.94,1.12,,,
10/20/2015,15:22:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:22:20,49,,64.5,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:22:25,,,,,,,,0.17,0.61,0.95,1.14,,,
10/20/2015,15:22:30,40,,64.2,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:23:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:23:05,,,,,,,,0.15,0.59,0.92,1.11,,,
10/20/2015,15:23:10,42,29.5,64.2,4.3,0.67,0.66,0.41,0.16,0.59,0.93,1.12,,,
10/20/2015,15:23:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:23:20,39,,64.4,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:23:25,,,,,,,,0.17,0.61,0.94,1.13,,,
10/20/2015,15:23:30,37,,64.5,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:24:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:24:05,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:24:10,49,29.5,64.1,4.3,0.67,0.66,0.40,0.16,0.59,0.93,1.12,,,
10/20/2015,15:24:15,,,,,,,,0.17,0.60,0.94,1.13,,,
10/20/2015,15:24:20,51,,64.2,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:24:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:24:30,54,,64.1,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:25:00,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:25:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:25:10,37,29.6,64.1,4.3,0.67,0.66,0.41,0.16,0.59,0.93,1.12,,,
10/20/2015,15:25:15,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:25:20,42,,64.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:25:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:25:30,32,,64.6,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:26:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:26:05,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:26:10,35,29.6,64.1,4.3,0.67,0.66,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:26:15,,,,,,,,0.16,0.61,0.94,1.13,,,
10/20/2015,15:26:20,32,,65.7,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:26:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:26:30,39,,64.5,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:27:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:27:05,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:27:10,28,29.6,64.6,4.3,0.67,0.66,0.41,0.16,0.60,0.93,1.12,,,
10/20/2015,15:27:15,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:27:20,30,,64.5,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:27:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:27:30,33,,64.4,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:28:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:28:05,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:28:10,35,29.6,64.4,4.3,0.67,0.65,0.41,0.16,0.59,0.94,1.12,,,
10/20/2015,15:28:15,,,,,,,,0.16,0.58,0.93,1.11,,,
10/20/2015,15:28:20,30,,63.9,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:28:25,,,,,,,,0.15,0.59,0.94,1.12,,,
10/20/2015,15:28:30,32,,64.5,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:29:00,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:29:05,,,,,,,,0.16,0.58,0.92,1.10,,,
10/20/2015,15:29:10,33,29.6,64.3,4.3,0.67,0.66,0.40,0.16,0.58,0.94,1.12,,,
10/20/2015,15:29:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:29:20,30,,64.4,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:29:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:29:30,33,,63.9,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:30:00,,,,,,,,0.15,0.59,0.92,1.11,,,
10/20/2015,15:30:05,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:30:10,28,29.5,64.0,4.3,0.66,0.65,0.41,0.16,0.58,0.93,1.11,,,
10/20/2015,15:30:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:30:20,28,,64.4,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:30:25,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:30:30,33,,64.0,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:31:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:31:05,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:31:10,23,29.7,64.4,4.3,0.67,0.66,0.40,0.16,0.59,0.95,1.13,,,
10/20/2015,15:31:15,,,,,,,,0.16,0.58,0.93,1.11,,,
10/20/2015,15:31:20,28,,63.7,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:31:25,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:31:30,29,,66.2,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:32:00,,,,,,,,0.15,0.59,0.92,1.11,,,
10/20/2015,15:32:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:32:10,23,29.7,63.9,4.3,0.66,0.65,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:32:15,,,,,,,,0.16,0.59,0.95,1.13,,,
10/20/2015,15:32:20,23,,63.8,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:32:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:32:30,23,,64.0,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:33:00,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:33:05,,,,,,,,0.15,0.59,0.92,1.11,,,
10/20/2015,15:33:10,30,29.6,64.3,4.4,0.67,0.65,0.41,0.16,0.60,0.93,1.12,,,
10/20/2015,15:33:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:33:20,35,,63.7,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:33:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:33:30,28,,64.2,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:34:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:34:05,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:34:10,33,29.5,64.2,4.4,0.66,0.66,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:34:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:34:20,26,,63.7,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:34:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:34:30,31,,63.5,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:35:00,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:35:05,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:35:10,21,29.6,64.2,4.3,0.67,0.65,0.41,0.16,0.60,0.95,1.13,,,
10/20/2015,15:35:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:35:20,23,,64.1,,,,,0.17,0.60,0.93,1.12,,,
10/20/2015,15:35:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:35:30,31,,63.6,,,,,0.16,0.61,0.95,1.14,,,
10/20/2015,15:36:00,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:36:05,,,,,,,,0.15,0.59,0.92,1.11,,,
10/20/2015,15:36:10,30,29.6,63.7,4.3,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:36:15,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:36:20,37,,64.0,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:36:25,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:36:30,35,,64.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:37:00,,,,,,,,0.16,0.59,0.92,1.11,,,
10/20/2015,15:37:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:37:10,33,29.7,63.7,4.3,0.67,0.65,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:37:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:37:20,40,,63.6,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:37:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:37:30,52,,63.4,,,,,0.16,0.58,0.94,1.12,,,
10/20/2015,15:38:00,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:38:05,,,,,,,,0.14,0.58,0.92,1.09,,,
10/20/2015,15:38:10,30,29.7,64.3,4.3,0.67,0.67,0.40,0.16,0.59,0.94,1.12,,,
10/20/2015,15:38:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:38:20,35,,63.7,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:38:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:38:30,30,,64.1,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:39:00,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:39:05,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:39:10,23,29.7,63.8,4.3,0.67,0.66,0.40,0.16,0.59,0.93,1.12,,,
10/20/2015,15:39:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:39:20,21,,63.8,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:39:25,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:39:30,34,,66.8,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:40:00,,,,,,,,0.16,0.58,0.92,1.10,,,
10/20/2015,15:40:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:40:10,19,29.6,63.7,4.3,0.67,0.65,0.41,0.16,0.60,0.93,1.12,,,
10/20/2015,15:40:15,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:40:20,21,,64.1,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:40:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:40:30,26,,63.6,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:41:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:41:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:41:10,26,29.6,63.6,4.3,0.67,0.66,0.40,0.16,0.59,0.94,1.12,,,
10/20/2015,15:41:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:41:20,26,,64.0,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:41:25,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:41:30,33,,64.0,,,,,0.17,0.61,0.96,1.15,,,
10/20/2015,15:42:00,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:42:05,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:42:10,12,29.6,63.6,4.3,0.67,0.66,0.40,0.16,0.60,0.93,1.12,,,
10/20/2015,15:42:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:42:20,21,,63.1,,,,,0.17,0.60,0.95,1.14,,,
10/20/2015,15:42:25,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:42:30,16,,63.8,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:43:00,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:43:05,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:43:10,37,29.7,64.1,4.3,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:43:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:43:20,35,,64.0,,,,,0.17,0.60,0.95,1.14,,,
10/20/2015,15:43:25,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:43:30,14,,63.5,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:44:00,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:44:05,,,,,,,,0.15,0.58,0.92,1.10,,,
10/20/2015,15:44:10,28,29.7,64.9,4.3,0.67,0.66,0.40,0.16,0.60,0.94,1.13,,,
10/20/2015,15:44:15,,,,,,,,0.16,0.59,0.95,1.13,,,
10/20/2015,15:44:20,14,,64.0,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:44:25,,,,,,,,0.16,0.59,0.95,1.13,,,
10/20/2015,15:44:30,14,,63.3,,,,,0.16,0.59,0.95,1.13,,,
10/20/2015,15:45:00,,,,,,,,0.16,0.60,0.93,1.12,,,
10/20/2015,15:45:05,,,,,,,,0.16,0.59,0.93,1.12,,,
10/20/2015,15:45:10,19,29.6,63.3,4.4,0.66,0.66,0.40,0.16,0.59,0.94,1.12,,,
10/20/2015,15:45:15,,,,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:45:20,17,,63.2,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:45:25,,,,,,,,0.17,0.61,0.95,1.14,,,
10/20/2015,15:45:30,24,,63.1,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:46:00,,,,,,,,0.16,0.58,0.93,1.11,,,
10/20/2015,15:46:05,,,,,,,,0.16,0.60,0.92,1.11,,,
10/20/2015,15:46:10,26,29.7,63.8,4.3,0.67,0.66,0.41,0.16,0.60,0.94,1.13,,,
10/20/2015,15:46:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:46:20,23,,63.7,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:46:25,,,,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:46:30,30,,65.7,,,,,0.16,0.60,0.95,1.13,,,
10/20/2015,15:47:00,,,,,,,,0.15,0.59,0.93,1.11,,,
10/20/2015,15:47:05,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:47:10,16,29.7,64.3,4.3,0.67,0.66,0.40,0.16,0.59,0.94,1.12,,,
10/20/2015,15:47:15,,,,,,,,0.16,0.60,0.94,1.13,,,
10/20/2015,15:47:20,26,,63.2,,,,,0.16,0.59,0.94,1.12,,,
10/20/2015,15:47:25,,,,,,,,0.16,0.59,0.93,1.12,,,
