File Name:,C:\Documents and Settings\dummyCHAI.csv,,,,,,,,,,,,,,
Download Date:,07/04/2015,,,,,,,,,,,,,,
Total Download Time (s):,18,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Device Serial #:,MP1411,,,,,,,,,,,,,,
Date/Time Hardware:,2/15/2013,,,,,,,,,,,,,,
Date/Time Software:,1/24/2014,v2.0.5136.37657,,,,,,,,,,,,,
Participant ID#:,,,,,,,,,,,,,,,
Filter ID#:,CM1411,,,,,,,,,,,,,,
Participant Weight (kg),NA,,,,,,,,,,,,,,
Inlet Aerosol Size:,PM2.5,,,,,,,,,,,,,,
Laser Cycling Variables:Delay - Sampling time - Off time,1,1,8,,,,,,,,,,,,
System Times,No cycling - Always On,,,,,,,,,,,,,,
Sensor,Slope,Offset,Log Interval,High Target (ref only),Low target (ref only),,,,,,,,,,
Nephelometer,10.000,0,10,,,,,,,,,,,,
Temperature,10.000,0,30,,,,,,,,,,,,
Humidity,10.000,0,10,,,,,,,,,,,,
Inlet Pressure,40.950.000,0,30,1280,768,,,,,,,,,,
Orifice Pressure,40.950.000,0,30,2167,1592,,,,,,,,,,
Flow,,,30,900,200,0.5,,,,,,,,,
Accelerometer,,,5,,,,,,,,,,,,
Battery,,,60,,,,,,,,,,,,
Ventilation,NA,NA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Date,Time,RH-Corrected Nephelometer,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
Date,Time,RH-Corrected Nephelometer,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
07/03/2015,8:11:40,49,83.5,58.2,,0.11,0.16,0.77,0.88,0.48,-0.16,1.02,,,
07/03/2015,8:11:45,,,,,,,,0.9,0.42,-0.14,1.01,,,
07/03/2015,8:11:50,49,,58.3,,,,,0.8,0.43,-0.35,0.98,,,
07/03/2015,8:11:55,,,,,,,,0.85,0.31,0.03,0.9,,,
07/03/2015,8:12:00,48,,58.4,,,,,0.99,0.16,0.09,1.01,,,
07/03/2015,8:12:05,,,,,,,,0.98,0.12,0.06,0.99,,,
07/03/2015,8:12:10,49,83.6,58.3,4.3,0.11,0.16,0.77,0.97,0.19,0,0.99,,,
07/03/2015,8:12:15,,,,,,,,0.97,0.16,0,0.99,,,
07/03/2015,8:12:20,49,,58,,,,,0.89,0.24,-0.29,0.97,,,
07/03/2015,8:12:25,,,,,,,,0.83,0.11,-0.23,0.87,,,
07/03/2015,8:12:30,49,,58.6,,,,,0.88,0.21,-0.22,0.93,,,
07/03/2015,8:12:35,,,,,,,,0.94,0.26,-0.09,0.98,,,
07/03/2015,8:12:40,50,83.5,57.9,,0.11,0.16,0.77,0.96,0.32,-0.14,1.02,,,
07/03/2015,8:12:45,,,,,,,,0.96,0.24,-0.09,1,,,
07/03/2015,8:12:50,50,,58.7,,,,,0.96,0.38,-0.08,1.03,,,
07/03/2015,8:12:55,,,,,,,,0.83,0.6,-0.08,1.03,,,
07/03/2015,8:13:00,49,,58.3,,,,,0.97,0.25,-0.2,1.02,,,
07/03/2015,8:13:05,,,,,,,,0.97,0.14,-0.09,0.99,,,
07/03/2015,8:13:10,49,83.6,58.4,4.3,0.11,0.16,0.77,0.85,0.53,0.1,1,,,
07/03/2015,8:13:15,,,,,,,,1,0.24,-0.04,1.03,,,
07/03/2015,8:13:20,49,,58.4,,,,,0.96,0.25,0.07,1,,,
07/03/2015,8:13:25,,,,,,,,0.88,0.33,-0.29,0.98,,,
07/03/2015,8:13:30,48,,57.9,,,,,0.95,0.28,-0.08,0.99,,,
07/03/2015,8:13:35,,,,,,,,1.01,0.35,0.06,1.07,,,
07/03/2015,8:13:40,49,83.5,58.2,,0.11,0.16,0.77,0.95,0.24,-0.14,0.99,,,
07/03/2015,8:13:45,,,,,,,,0.95,0.35,-0.13,1.02,,,
07/03/2015,8:13:50,49,,58.4,,,,,0.96,0.28,-0.06,1,,,
07/03/2015,8:13:55,,,,,,,,0.96,0.28,-0.06,1,,,
07/03/2015,8:14:00,48,,58.5,,,,,0.95,0.31,-0.09,1,,,
07/03/2015,8:14:05,,,,,,,,0.94,0.33,-0.1,1,,,
07/03/2015,8:14:10,49,83.5,58.2,4.2,0.1,0.16,0.77,0.95,0.29,-0.06,0.99,,,
07/03/2015,8:14:15,,,,,,,,0.95,0.29,-0.06,0.99,,,
07/03/2015,8:14:20,49,,58.1,,,,,0.96,0.27,-0.07,0.99,,,
07/03/2015,8:14:25,,,,,,,,0.98,0.26,-0.08,1.02,,,
07/03/2015,8:14:30,49,,58.6,,,,,0.95,0.28,-0.05,0.99,,,
07/03/2015,8:14:35,,,,,,,,0.95,0.29,-0.06,0.99,,,
07/03/2015,8:14:40,49,83.7,58.4,,0.11,0.16,0.77,0.96,0.29,-0.1,1.01,,,
07/03/2015,8:14:45,,,,,,,,0.96,0.19,-0.13,0.98,,,
07/03/2015,8:14:50,49,,58.6,,,,,0.95,0.21,-0.18,0.98,,,
07/03/2015,8:14:55,,,,,,,,0.8,0.63,-0.22,1.04,,,
07/03/2015,8:15:00,49,,58.2,,,,,0.98,0.14,-0.12,1,,,
07/03/2015,8:15:05,,,,,,,,0.94,0.21,-0.06,0.96,,,
07/03/2015,8:15:10,48,83.5,58.4,4.2,0.11,0.16,0.77,0.96,0.21,-0.05,0.99,,,
07/03/2015,8:15:15,,,,,,,,0.96,0.23,-0.04,0.99,,,
07/03/2015,8:15:20,50,,58.8,,,,,0.82,0.31,-0.1,0.89,,,
07/03/2015,8:15:25,,,,,,,,0.95,0.29,-0.02,0.99,,,
07/03/2015,8:15:30,50,,58.4,,,,,0.96,0.25,-0.02,1,,,
07/03/2015,8:15:35,,,,,,,,0.95,0.29,-0.08,0.99,,,
07/03/2015,8:15:40,49,83.5,58.6,,0.11,0.16,0.77,0.95,0.27,-0.05,0.98,,,
07/03/2015,8:15:45,,,,,,,,0.95,0.23,-0.01,0.97,,,
07/03/2015,8:15:50,51,,58.3,,,,,0.97,0.21,-0.1,1,,,
07/03/2015,8:15:55,,,,,,,,0.95,0.35,-0.12,1.02,,,
07/03/2015,8:16:00,49,,58.8,,,,,0.97,0.16,-0.16,1,,,
07/03/2015,8:16:05,,,,,,,,0.98,0.15,-0.17,1.01,,,
07/03/2015,8:16:10,54,83.5,58.5,4.2,0.11,0.16,0.77,0.96,0.17,-0.18,0.99,,,
07/03/2015,8:16:15,,,,,,,,0.96,0.19,-0.18,0.99,,,
07/03/2015,8:16:20,51,,58.7,,,,,0.95,0.32,-0.08,1,,,
07/03/2015,8:16:25,,,,,,,,0.96,0.24,-0.06,0.99,,,
07/03/2015,8:16:30,50,,58.8,,,,,0.97,0.15,-0.08,0.99,,,
07/03/2015,8:16:35,,,,,,,,0.88,0.49,-0.08,1.01,,,
07/03/2015,8:16:40,49,83.6,58.4,,0.11,0.16,0.77,0.91,0.38,-0.09,0.99,,,
07/03/2015,8:16:45,,,,,,,,0.94,0.39,-0.07,1.02,,,
07/03/2015,8:16:50,50,,58.9,,,,,0.96,0.22,-0.08,0.99,,,
07/03/2015,8:16:55,,,,,,,,0.97,0.21,-0.11,1,,,
07/03/2015,8:17:00,49,,58.6,,,,,0.97,0.23,-0.07,1,,,
07/03/2015,8:17:05,,,,,,,,0.95,0.23,-0.08,0.98,,,
07/03/2015,8:17:10,49,83.5,58.3,4.2,0.11,0.16,0.77,0.92,0.27,-0.03,0.96,,,
07/03/2015,8:17:15,,,,,,,,0.96,0.28,-0.1,1.01,,,
07/03/2015,8:17:20,52,,58.9,,,,,0.95,0.24,-0.12,0.98,,,
07/03/2015,8:17:25,,,,,,,,0.96,0.34,-0.09,1.03,,,
07/03/2015,8:17:30,49,,58.6,,,,,0.94,0.32,-0.09,1,,,
